strategy,n_decisions,mean_potential_saving,median_potential_saving,mean_regret,median_regret,decision_counts,opportunity_capture_if_defined
PRICEIQ_RESEARCH_V1,2039,22.98300637567435,0.0,22.151326326326327,0.0,"{'BUY': 1998, 'WATCH': 41}",
